sku_id,product_id,name,variant_label,net_quantity,net_unit,pack_count,gtin,lifecycle,storage_class,perishable,shelf_life_days,max_order_quantity,hsn_code,attributes_json
QM-SNK-0023-A,prd_qm_munchmitra_pepper_banana_chips,Pepper Banana Chips - standard pack,standard pack,100,g,1,8900000000220,active,ambient,false,540,12,1905,"{""source_product_id"":""prd_qm_munchmitra_pepper_banana_chips"",""variant_type"":""standard"",""display_pack_size"":""100 g"",""storage"":""ambient""}"
QM-SNK-0023-B,prd_qm_munchmitra_pepper_banana_chips,Pepper Banana Chips - family pack,family pack,200,g,1,8900000000221,active,ambient,false,540,12,1905,"{""source_product_id"":""prd_qm_munchmitra_pepper_banana_chips"",""variant_type"":""larger"",""display_pack_size"":""200 g"",""storage"":""ambient""}"
QM-SNK-0024-A,prd_qm_nibblenest_cumin_mathri,Cumin Mathri - standard pack,standard pack,100,g,1,8900000000230,active,ambient,false,540,12,1905,"{""source_product_id"":""prd_qm_nibblenest_cumin_mathri"",""variant_type"":""standard"",""display_pack_size"":""100 g"",""storage"":""ambient""}"
QM-SNK-0024-B,prd_qm_nibblenest_cumin_mathri,Cumin Mathri - family pack,family pack,200,g,1,8900000000231,active,ambient,false,540,12,1905,"{""source_product_id"":""prd_qm_nibblenest_cumin_mathri"",""variant_type"":""larger"",""display_pack_size"":""200 g"",""storage"":""ambient""}"
QM-SNK-0025-A,prd_qm_crispkettle_baked_multigrain_chips,Baked Multigrain Chips - standard pack,standard pack,100,g,1,8900000000240,active,ambient,false,540,12,1905,"{""source_product_id"":""prd_qm_crispkettle_baked_multigrain_chips"",""variant_type"":""standard"",""display_pack_size"":""100 g"",""storage"":""ambient""}"
QM-SNK-0025-B,prd_qm_crispkettle_baked_multigrain_chips,Baked Multigrain Chips - family pack,family pack,200,g,1,8900000000241,active,ambient,false,540,12,1905,"{""source_product_id"":""prd_qm_crispkettle_baked_multigrain_chips"",""variant_type"":""larger"",""display_pack_size"":""200 g"",""storage"":""ambient""}"
QM-SNK-0026-A,prd_qm_munchmitra_savoury_millet_puffs,Savoury Millet Puffs - standard pack,standard pack,100,g,1,8900000000250,active,ambient,false,540,12,1905,"{""source_product_id"":""prd_qm_munchmitra_savoury_millet_puffs"",""variant_type"":""standard"",""display_pack_size"":""100 g"",""storage"":""ambient""}"
QM-SNK-0026-B,prd_qm_munchmitra_savoury_millet_puffs,Savoury Millet Puffs - family pack,family pack,200,g,1,8900000000251,active,ambient,false,540,12,1905,"{""source_product_id"":""prd_qm_munchmitra_savoury_millet_puffs"",""variant_type"":""larger"",""display_pack_size"":""200 g"",""storage"":""ambient""}"
QM-SNK-0027-A,prd_qm_nibblenest_chilli_garlic_peanuts,Chilli Garlic Peanuts - standard pack,standard pack,100,g,1,8900000000260,active,ambient,false,540,12,1905,"{""source_product_id"":""prd_qm_nibblenest_chilli_garlic_peanuts"",""variant_type"":""standard"",""display_pack_size"":""100 g"",""storage"":""ambient""}"
QM-SNK-0027-B,prd_qm_nibblenest_chilli_garlic_peanuts,Chilli Garlic Peanuts - family pack,family pack,200,g,1,8900000000261,active,ambient,false,540,12,1905,"{""source_product_id"":""prd_qm_nibblenest_chilli_garlic_peanuts"",""variant_type"":""larger"",""display_pack_size"":""200 g"",""storage"":""ambient""}"
QM-SNK-0028-A,prd_qm_crispkettle_sweet_plantain_crisps,Sweet Plantain Crisps - standard pack,standard pack,100,g,1,8900000000270,active,ambient,false,540,12,1905,"{""source_product_id"":""prd_qm_crispkettle_sweet_plantain_crisps"",""variant_type"":""standard"",""display_pack_size"":""100 g"",""storage"":""ambient""}"
QM-SNK-0028-B,prd_qm_crispkettle_sweet_plantain_crisps,Sweet Plantain Crisps - family pack,family pack,200,g,1,8900000000271,active,ambient,false,540,12,1905,"{""source_product_id"":""prd_qm_crispkettle_sweet_plantain_crisps"",""variant_type"":""larger"",""display_pack_size"":""200 g"",""storage"":""ambient""}"
QM-SNK-0029-A,prd_qm_munchmitra_herb_wafer_sticks,Herb Wafer Sticks - standard pack,standard pack,100,g,1,8900000000280,active,ambient,false,540,12,1905,"{""source_product_id"":""prd_qm_munchmitra_herb_wafer_sticks"",""variant_type"":""standard"",""display_pack_size"":""100 g"",""storage"":""ambient""}"
QM-SNK-0029-B,prd_qm_munchmitra_herb_wafer_sticks,Herb Wafer Sticks - family pack,family pack,200,g,1,8900000000281,active,ambient,false,540,12,1905,"{""source_product_id"":""prd_qm_munchmitra_herb_wafer_sticks"",""variant_type"":""larger"",""display_pack_size"":""200 g"",""storage"":""ambient""}"
QM-SNK-0030-A,prd_qm_nibblenest_caramel_popcorn,Caramel Popcorn - standard pack,standard pack,100,g,1,8900000000290,active,ambient,false,540,12,1905,"{""source_product_id"":""prd_qm_nibblenest_caramel_popcorn"",""variant_type"":""standard"",""display_pack_size"":""100 g"",""storage"":""ambient""}"
QM-SNK-0030-B,prd_qm_nibblenest_caramel_popcorn,Caramel Popcorn - family pack,family pack,200,g,1,8900000000291,active,ambient,false,540,12,1905,"{""source_product_id"":""prd_qm_nibblenest_caramel_popcorn"",""variant_type"":""larger"",""display_pack_size"":""200 g"",""storage"":""ambient""}"
QM-BEV-0031-A,prd_qm_fizzyleaf_sparkling_cola_drink,Sparkling Cola Drink - standard pack,standard pack,750,ml,1,8900000000300,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_sparkling_cola_drink"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0031-B,prd_qm_fizzyleaf_sparkling_cola_drink,Sparkling Cola Drink - family pack,family pack,1000,ml,1,8900000000301,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_sparkling_cola_drink"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0032-A,prd_qm_pourhouse_lemon_lime_fizz,Lemon Lime Fizz - standard pack,standard pack,750,ml,1,8900000000310,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_lemon_lime_fizz"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0032-B,prd_qm_pourhouse_lemon_lime_fizz,Lemon Lime Fizz - family pack,family pack,1000,ml,1,8900000000311,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_lemon_lime_fizz"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0033-A,prd_qm_sunsip_orange_sparkling_drink,Orange Sparkling Drink - standard pack,standard pack,750,ml,1,8900000000320,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_orange_sparkling_drink"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0033-B,prd_qm_sunsip_orange_sparkling_drink,Orange Sparkling Drink - family pack,family pack,1000,ml,1,8900000000321,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_orange_sparkling_drink"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0034-A,prd_qm_fizzyleaf_ginger_ale,Ginger Ale - standard pack,standard pack,750,ml,1,8900000000330,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_ginger_ale"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0034-B,prd_qm_fizzyleaf_ginger_ale,Ginger Ale - family pack,family pack,1000,ml,1,8900000000331,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_ginger_ale"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0035-A,prd_qm_pourhouse_mango_fruit_drink,Mango Fruit Drink - standard pack,standard pack,750,ml,1,8900000000340,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_mango_fruit_drink"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0035-B,prd_qm_pourhouse_mango_fruit_drink,Mango Fruit Drink - family pack,family pack,1000,ml,1,8900000000341,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_mango_fruit_drink"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0036-A,prd_qm_sunsip_guava_fruit_drink,Guava Fruit Drink - standard pack,standard pack,750,ml,1,8900000000350,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_guava_fruit_drink"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0036-B,prd_qm_sunsip_guava_fruit_drink,Guava Fruit Drink - family pack,family pack,1000,ml,1,8900000000351,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_guava_fruit_drink"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0037-A,prd_qm_fizzyleaf_mixed_fruit_nectar,Mixed Fruit Nectar - standard pack,standard pack,750,ml,1,8900000000360,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_mixed_fruit_nectar"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0037-B,prd_qm_fizzyleaf_mixed_fruit_nectar,Mixed Fruit Nectar - family pack,family pack,1000,ml,1,8900000000361,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_mixed_fruit_nectar"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0038-A,prd_qm_pourhouse_tender_coconut_water,Tender Coconut Water - standard pack,standard pack,750,ml,1,8900000000370,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_tender_coconut_water"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0038-B,prd_qm_pourhouse_tender_coconut_water,Tender Coconut Water - family pack,family pack,1000,ml,1,8900000000371,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_tender_coconut_water"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0039-A,prd_qm_sunsip_packaged_drinking_water,Packaged Drinking Water - standard pack,standard pack,750,ml,1,8900000000380,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_packaged_drinking_water"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0039-B,prd_qm_sunsip_packaged_drinking_water,Packaged Drinking Water - family pack,family pack,1000,ml,1,8900000000381,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_packaged_drinking_water"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0040-A,prd_qm_fizzyleaf_soda_water,Soda Water - standard pack,standard pack,750,ml,1,8900000000390,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_soda_water"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0040-B,prd_qm_fizzyleaf_soda_water,Soda Water - family pack,family pack,1000,ml,1,8900000000391,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_soda_water"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0041-A,prd_qm_pourhouse_peach_iced_tea,Peach Iced Tea - standard pack,standard pack,750,ml,1,8900000000400,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_peach_iced_tea"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0041-B,prd_qm_pourhouse_peach_iced_tea,Peach Iced Tea - family pack,family pack,1000,ml,1,8900000000401,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_peach_iced_tea"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0042-A,prd_qm_sunsip_lemon_iced_tea,Lemon Iced Tea - standard pack,standard pack,750,ml,1,8900000000410,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_lemon_iced_tea"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0042-B,prd_qm_sunsip_lemon_iced_tea,Lemon Iced Tea - family pack,family pack,1000,ml,1,8900000000411,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_lemon_iced_tea"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0043-A,prd_qm_fizzyleaf_classic_black_tea,Classic Black Tea - standard pack,standard pack,750,ml,1,8900000000420,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_classic_black_tea"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0043-B,prd_qm_fizzyleaf_classic_black_tea,Classic Black Tea - family pack,family pack,1000,ml,1,8900000000421,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_classic_black_tea"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0044-A,prd_qm_pourhouse_cardamom_tea,Cardamom Tea - standard pack,standard pack,750,ml,1,8900000000430,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_cardamom_tea"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
